case_id,court_id,judge_id,case_type_id,filing_date,resolution_date,case_status,duration_days,hearings_count
27973,50,66,2,2022-06-07,2022-09-26,Resolved,111.0,3
27974,23,50,5,2024-03-18,2024-07-06,Resolved,110.0,3
27975,46,96,5,2021-11-21,2022-03-27,Resolved,126.0,1
27976,42,78,1,2024-04-30,2024-11-14,Resolved,198.0,3
27977,47,28,1,2023-09-25,2024-05-18,Resolved,236.0,3
27978,25,89,3,2025-06-19,2026-01-15,Resolved,210.0,2
27979,12,96,4,2025-10-01,2026-03-06,Resolved,156.0,4
27980,41,3,1,2023-03-30,,Pending,,4
27981,15,12,4,2024-09-10,2025-05-16,Resolved,248.0,4
27982,46,60,4,2021-05-23,,Pending,,1
27983,29,42,3,2021-11-23,2022-04-01,Resolved,129.0,6
27984,44,5,3,2025-07-26,2025-11-23,Resolved,120.0,5
27985,17,46,5,2023-04-06,,Pending,,5
27986,30,87,1,2025-08-08,2025-09-20,Resolved,43.0,6
27987,9,5,4,2024-05-31,2024-11-20,Resolved,173.0,2
27988,41,73,1,2021-07-01,2021-11-14,Resolved,136.0,5
27989,25,7,1,2023-05-25,,Pending,,4
27990,40,31,4,2023-11-02,,Pending,,5
27991,15,53,3,2023-07-02,2023-08-21,Resolved,50.0,4
27992,37,56,3,2021-11-24,,Pending,,5
27993,22,63,3,2021-09-23,,Pending,,2
27994,4,78,5,2025-10-02,2025-12-17,Resolved,76.0,2
27995,23,7,1,2024-02-06,2024-04-10,Resolved,64.0,2
27996,46,42,3,2024-03-26,2024-10-08,Resolved,196.0,4
27997,46,52,3,2025-08-03,2025-10-19,Resolved,77.0,8
27998,43,100,5,2024-12-09,2025-03-08,Resolved,89.0,3
27999,13,17,1,2021-03-27,2021-07-13,Resolved,108.0,2
28000,11,7,2,2022-09-08,,Pending,,6
28001,11,86,3,2024-07-06,2024-10-18,Resolved,104.0,3
28002,21,61,4,2024-11-12,2025-02-20,Resolved,100.0,5
28003,39,57,1,2024-03-22,2024-08-07,Resolved,138.0,4
28004,41,26,4,2022-02-01,2022-04-06,Resolved,64.0,1
28005,44,71,5,2022-02-11,,Pending,,4
28006,41,28,2,2023-02-12,2023-05-16,Archived,93.0,1
28007,35,93,2,2023-03-10,2023-08-11,Resolved,154.0,3
28008,33,29,1,2021-02-16,2021-06-02,Resolved,106.0,4
28009,45,59,5,2022-06-12,2022-08-04,Resolved,53.0,4
28010,7,5,2,2023-12-24,2024-03-25,Resolved,92.0,4
28011,46,98,4,2021-03-31,2021-07-14,Resolved,105.0,4
28012,1,68,2,2024-12-27,2025-04-09,Resolved,103.0,8
28013,38,53,2,2022-11-09,2023-06-15,Archived,218.0,4
28014,1,65,4,2022-01-11,,Pending,,2
28015,26,5,4,2024-12-24,,Pending,,2
28016,10,27,5,2025-11-09,2026-03-30,Resolved,141.0,1
28017,45,55,1,2024-09-19,2024-12-06,Archived,78.0,2
28018,5,8,3,2021-02-15,2021-03-05,Resolved,18.0,6
28019,47,59,4,2023-08-13,,Pending,,3
28020,28,41,1,2025-06-23,2025-09-29,Archived,98.0,5
28021,17,39,5,2024-06-19,2024-11-15,Resolved,149.0,4
28022,13,5,5,2022-08-20,,Pending,,1
28023,31,45,4,2024-11-26,2025-02-09,Resolved,75.0,4
28024,22,35,4,2023-05-21,2023-06-20,Archived,30.0,5
28025,14,47,3,2021-06-05,2021-06-06,Resolved,1.0,1
28026,49,31,5,2023-11-22,,Pending,,5
28027,27,11,2,2024-07-29,,Pending,,6
28028,24,90,5,2022-05-04,2022-05-05,Archived,1.0,6
28029,45,75,1,2022-07-22,,Pending,,1
28030,28,9,4,2021-05-25,2021-09-02,Resolved,100.0,1
28031,49,71,2,2023-12-17,2024-06-05,Resolved,171.0,3
28032,13,17,1,2024-08-15,,Pending,,3
28033,46,40,3,2022-12-12,2023-04-16,Resolved,125.0,2
28034,33,87,3,2021-06-28,2021-10-18,Resolved,112.0,2
28035,5,80,4,2022-02-13,,Pending,,4
28036,32,1,2,2024-02-22,2024-05-14,Resolved,82.0,1
28037,14,71,4,2022-09-16,,Pending,,3
28038,17,70,1,2025-03-22,2025-10-27,Archived,219.0,2
28039,32,81,4,2022-09-22,2022-12-06,Resolved,75.0,4
28040,47,17,1,2022-12-18,2023-03-30,Resolved,102.0,1
28041,41,34,3,2025-07-03,2025-10-21,Archived,110.0,4
28042,50,54,3,2022-04-01,2022-06-03,Resolved,63.0,4
28043,13,56,5,2021-09-30,2022-03-11,Resolved,162.0,3
28044,42,51,5,2022-02-14,2022-09-28,Resolved,226.0,5
28045,20,75,3,2025-08-19,,Pending,,6
28046,11,18,5,2024-08-24,,Pending,,1
28047,6,33,1,2021-04-24,2021-08-11,Resolved,109.0,5
28048,24,63,1,2023-05-27,2023-10-15,Resolved,141.0,6
28049,40,29,3,2025-11-11,2025-12-11,Resolved,30.0,2
28050,8,51,5,2021-01-02,2021-04-08,Resolved,96.0,3
28051,3,35,1,2022-10-20,2023-03-26,Resolved,157.0,8
28052,18,53,5,2025-03-16,2025-06-17,Resolved,93.0,4
28053,27,30,4,2025-06-18,2026-03-04,Archived,259.0,3
28054,1,2,2,2024-07-28,2025-01-02,Resolved,158.0,7
28055,39,59,2,2025-08-04,2025-09-15,Resolved,42.0,3
28056,31,50,4,2021-05-03,,Pending,,4
28057,31,100,2,2023-03-15,,Pending,,5
28058,26,15,5,2022-03-04,2022-06-28,Resolved,116.0,5
28059,23,9,4,2023-03-08,2023-05-20,Resolved,73.0,5
28060,27,21,1,2022-01-06,2022-04-08,Archived,92.0,3
28061,1,32,3,2023-08-25,2023-11-03,Resolved,70.0,1
28062,44,11,3,2022-12-31,,Pending,,2
28063,41,10,2,2021-07-10,,Pending,,4
28064,23,96,4,2025-02-13,2025-07-19,Resolved,156.0,4
28065,7,25,5,2024-06-15,2024-12-08,Resolved,176.0,6
28066,28,53,1,2023-05-02,,Pending,,9
28067,19,16,3,2024-08-06,2025-01-24,Resolved,171.0,5
28068,24,9,2,2025-12-10,,Pending,,1
28069,14,58,1,2025-06-18,,Pending,,2
28070,49,41,1,2024-12-03,2025-01-21,Resolved,49.0,6
28071,30,45,3,2022-05-11,2022-09-13,Resolved,125.0,5
28072,20,16,4,2024-01-23,2024-06-28,Resolved,157.0,4
28073,6,33,1,2023-06-28,2023-12-23,Resolved,178.0,9
28074,4,44,1,2024-11-25,2025-01-10,Resolved,46.0,1
28075,19,68,4,2023-01-11,,Pending,,4
28076,33,84,4,2023-08-29,2023-12-03,Resolved,96.0,3
28077,33,91,4,2025-04-11,2025-09-06,Resolved,148.0,1
28078,26,13,1,2022-06-18,,Pending,,9
28079,31,12,3,2023-03-12,2023-05-11,Resolved,60.0,4
28080,19,56,4,2023-10-06,,Pending,,3
28081,7,33,4,2025-04-18,2025-09-21,Resolved,156.0,1
28082,6,27,3,2023-02-13,2023-03-08,Resolved,23.0,4
28083,49,97,2,2025-01-26,2025-04-22,Resolved,86.0,6
28084,48,52,4,2025-08-18,,Pending,,5
28085,6,79,3,2021-11-14,2022-05-02,Resolved,169.0,4
28086,41,34,3,2024-10-17,2025-03-23,Resolved,157.0,3
28087,19,69,5,2022-02-19,2022-07-23,Archived,154.0,5
28088,2,15,5,2024-10-18,2025-04-20,Resolved,184.0,4
28089,22,3,3,2024-05-14,,Pending,,3
28090,2,78,2,2023-05-24,,Pending,,4
28091,43,13,1,2023-07-03,2024-04-08,Resolved,280.0,6
28092,4,12,1,2024-07-05,,Pending,,5
28093,27,20,1,2024-02-15,2024-04-16,Resolved,61.0,6
28094,39,25,4,2023-09-08,2023-11-28,Resolved,81.0,2
28095,31,38,3,2022-06-18,2022-09-13,Resolved,87.0,2
28096,16,46,3,2022-04-05,2023-01-04,Resolved,274.0,5
28097,6,48,5,2023-08-23,,Pending,,4
28098,20,25,4,2022-08-03,2023-03-05,Resolved,214.0,5
28099,32,64,3,2025-12-20,2026-04-17,Resolved,118.0,3
28100,48,73,4,2022-07-13,,Pending,,3
28101,32,49,4,2021-01-14,,Pending,,6
28102,8,24,3,2023-12-25,2024-03-29,Resolved,95.0,4
28103,1,54,5,2021-12-01,2022-05-20,Resolved,170.0,3
28104,39,33,4,2022-12-31,,Pending,,2
28105,21,18,1,2024-08-13,,Pending,,3
28106,50,21,1,2022-12-02,2023-05-21,Resolved,170.0,6
28107,32,92,1,2022-04-02,2022-09-25,Archived,176.0,2
28108,28,6,1,2023-02-10,2023-09-20,Resolved,222.0,8
28109,44,15,4,2023-03-07,2023-05-19,Resolved,73.0,1
28110,25,74,1,2023-01-28,,Pending,,2
28111,1,54,4,2022-11-30,,Pending,,2
28112,36,72,2,2022-06-14,2022-11-18,Resolved,157.0,8
28113,42,20,2,2025-05-15,2025-06-28,Resolved,44.0,5
28114,31,64,2,2024-07-22,2025-03-02,Archived,223.0,2
28115,37,25,1,2025-03-29,2025-06-23,Archived,86.0,4
28116,10,7,3,2024-03-18,2024-05-05,Resolved,48.0,1
28117,35,87,4,2023-07-09,2023-10-14,Resolved,97.0,6
28118,13,1,3,2023-01-04,2023-02-14,Resolved,41.0,3
28119,25,14,4,2023-03-29,,Pending,,4
28120,7,19,4,2024-07-10,2024-07-27,Archived,17.0,1
28121,46,33,4,2022-01-07,,Pending,,8
28122,21,85,5,2025-10-20,2026-02-05,Resolved,108.0,3
28123,29,17,3,2023-06-17,2023-11-07,Resolved,143.0,4
28124,21,100,3,2022-06-11,,Pending,,7
28125,31,73,4,2023-10-11,,Pending,,6
28126,13,95,1,2023-01-04,2023-06-30,Resolved,177.0,4
28127,30,24,3,2024-12-22,,Pending,,8
28128,37,19,5,2024-06-03,,Pending,,4
28129,19,35,1,2025-04-21,,Pending,,4
28130,7,59,3,2021-01-23,2021-03-26,Resolved,62.0,5
28131,4,12,1,2024-02-26,,Pending,,3
28132,16,17,2,2023-08-18,2023-11-16,Resolved,90.0,6
28133,18,17,4,2024-11-16,,Pending,,3
28134,49,64,4,2021-12-03,,Pending,,2
28135,31,6,5,2021-05-08,2022-01-13,Resolved,250.0,6
28136,4,22,3,2022-05-07,2022-08-29,Resolved,114.0,3
28137,23,11,5,2022-11-10,2022-12-16,Archived,36.0,4
28138,13,79,3,2021-10-28,,Pending,,6
28139,12,14,5,2023-11-30,2023-12-11,Resolved,11.0,3
28140,6,81,4,2025-10-10,,Pending,,1
28141,4,53,5,2025-04-25,,Pending,,4
28142,24,92,1,2022-04-23,2022-08-05,Resolved,104.0,3
28143,40,7,3,2024-08-21,,Pending,,2
28144,46,43,5,2022-04-06,2022-12-04,Resolved,242.0,2
28145,19,31,2,2025-08-13,2026-05-04,Resolved,264.0,4
28146,23,11,2,2024-11-12,,Pending,,1
28147,47,84,3,2025-01-08,2025-03-08,Resolved,59.0,4
28148,22,69,1,2022-10-14,2023-04-02,Resolved,170.0,3
28149,32,59,4,2025-11-23,,Pending,,4
28150,4,70,4,2025-07-03,2025-12-08,Resolved,158.0,2
28151,8,47,3,2021-11-16,2021-11-25,Resolved,9.0,3
28152,46,46,1,2025-04-25,2025-07-13,Resolved,79.0,2
28153,38,87,2,2025-12-23,2026-04-03,Resolved,101.0,4
28154,40,7,5,2021-01-16,2021-03-19,Resolved,62.0,3
28155,49,37,3,2023-05-19,2023-08-03,Resolved,76.0,4
28156,50,78,1,2023-02-28,,Pending,,5
28157,21,85,4,2025-12-28,2026-04-09,Resolved,102.0,6
28158,2,92,1,2024-12-27,2025-07-29,Archived,214.0,1
28159,33,87,5,2024-07-27,2024-12-07,Resolved,133.0,2
28160,30,20,5,2024-01-10,,Pending,,5
28161,26,77,4,2023-04-01,2023-08-06,Resolved,127.0,4
28162,50,84,2,2025-09-18,2025-12-25,Resolved,98.0,5
28163,26,24,4,2024-09-07,2025-03-19,Resolved,193.0,1
28164,8,24,2,2021-12-06,2022-01-07,Resolved,32.0,4
28165,45,52,5,2025-07-08,2025-11-25,Resolved,140.0,5
28166,27,3,1,2021-08-17,2022-03-13,Resolved,208.0,2
28167,49,22,2,2024-02-01,2024-04-15,Resolved,74.0,1
28168,7,88,4,2023-09-11,,Pending,,5
28169,24,61,3,2024-01-05,2024-05-14,Resolved,130.0,4
28170,43,49,2,2025-12-27,2026-05-29,Resolved,153.0,2
28171,14,2,3,2025-09-15,,Pending,,4
28172,44,34,1,2021-11-18,2022-02-09,Resolved,83.0,1
28173,45,25,1,2023-09-29,2023-11-01,Resolved,33.0,3
28174,25,39,3,2023-08-29,,Pending,,1
28175,18,62,5,2022-04-26,,Pending,,5
28176,43,68,4,2025-01-19,2025-04-27,Resolved,98.0,3
28177,48,57,1,2021-05-10,2021-10-01,Resolved,144.0,3
28178,40,43,3,2024-12-01,2025-05-14,Resolved,164.0,1
28179,44,100,2,2022-03-18,2022-06-03,Archived,77.0,6
28180,18,23,1,2024-03-11,,Pending,,2
28181,31,59,5,2021-08-29,2022-01-04,Resolved,128.0,5
28182,46,72,1,2023-05-01,,Pending,,1
28183,17,66,5,2025-01-11,2025-05-01,Resolved,110.0,4
28184,43,67,5,2021-12-14,2022-04-30,Resolved,137.0,7
28185,22,6,4,2024-10-13,,Pending,,7
28186,24,48,1,2024-06-18,,Pending,,2
28187,22,13,1,2023-12-07,,Pending,,6
28188,36,88,1,2024-08-09,,Pending,,1
28189,21,84,4,2023-09-10,,Pending,,5
28190,26,93,3,2023-03-17,2023-10-05,Resolved,202.0,10
28191,44,71,3,2025-02-17,2025-03-24,Resolved,35.0,5
28192,6,34,5,2021-10-11,2022-05-15,Resolved,216.0,4
28193,30,36,2,2023-08-10,2023-10-04,Resolved,55.0,1
28194,17,49,1,2024-07-12,2024-10-26,Resolved,106.0,5
28195,24,17,4,2021-09-15,2021-12-19,Resolved,95.0,6
28196,50,39,1,2023-04-10,,Pending,,4
28197,47,100,5,2025-12-28,2025-12-29,Archived,1.0,6
28198,36,11,2,2023-05-18,2024-01-04,Resolved,231.0,4
28199,9,28,3,2024-11-07,2025-02-27,Resolved,112.0,7
28200,5,19,1,2023-03-15,,Pending,,5
28201,38,96,2,2021-07-08,2021-09-18,Resolved,72.0,3
28202,27,64,4,2023-11-29,,Pending,,3
28203,32,58,2,2023-01-06,2023-06-15,Resolved,160.0,1
28204,8,78,4,2021-10-16,2021-12-14,Resolved,59.0,8
28205,11,8,2,2024-01-05,2024-03-06,Resolved,61.0,4
28206,19,38,3,2021-12-20,2022-01-25,Resolved,36.0,1
28207,47,37,5,2022-10-09,2023-03-13,Archived,155.0,8
28208,27,73,1,2024-05-08,2024-08-07,Resolved,91.0,5
28209,17,28,1,2021-02-23,,Pending,,5
28210,7,59,5,2022-01-23,2022-05-01,Resolved,98.0,4
28211,17,22,1,2021-05-24,2021-10-05,Resolved,134.0,3
28212,9,28,1,2023-06-24,2023-10-05,Resolved,103.0,4
28213,33,88,2,2022-11-30,2023-05-05,Resolved,156.0,5
28214,22,78,4,2022-08-09,2022-09-06,Resolved,28.0,1
28215,26,88,2,2025-11-21,,Pending,,4
28216,24,24,3,2021-07-16,2021-08-03,Archived,18.0,2
28217,43,55,1,2022-12-10,,Pending,,5
28218,29,23,1,2023-11-27,2024-02-23,Archived,88.0,3
28219,1,17,5,2025-10-23,2025-11-15,Resolved,23.0,3
28220,38,88,5,2021-05-16,2021-10-12,Resolved,149.0,6
28221,10,58,3,2025-08-20,2026-01-29,Resolved,162.0,5
28222,49,4,5,2021-06-22,2021-07-21,Resolved,29.0,5
28223,22,70,2,2025-05-21,2025-08-01,Resolved,72.0,7
28224,1,30,1,2021-01-04,2021-08-09,Resolved,217.0,2
28225,14,8,1,2021-02-23,2021-07-23,Resolved,150.0,7
28226,30,99,3,2023-08-25,,Pending,,3
28227,14,82,5,2024-09-28,2025-02-04,Resolved,129.0,3
28228,13,34,2,2025-08-21,,Pending,,2
28229,35,88,5,2022-03-06,2022-08-03,Resolved,150.0,7
28230,45,71,4,2025-10-03,2025-12-04,Resolved,62.0,4
28231,14,32,2,2025-11-04,2026-01-24,Resolved,81.0,1
28232,15,26,4,2022-05-15,2022-11-22,Resolved,191.0,7
28233,3,68,5,2022-01-31,2022-08-07,Resolved,188.0,4
28234,28,35,4,2022-08-30,2023-02-11,Resolved,165.0,2
28235,8,34,3,2022-10-23,2023-04-17,Archived,176.0,3
28236,46,25,2,2025-10-18,2026-06-27,Resolved,252.0,5
28237,20,89,3,2023-01-09,2023-07-18,Resolved,190.0,5
28238,10,75,4,2024-11-23,2025-05-10,Archived,168.0,1
28239,8,77,4,2025-03-11,,Pending,,1
28240,3,55,2,2021-12-25,,Pending,,2
28241,22,16,4,2021-07-01,2021-07-19,Resolved,18.0,4
28242,17,2,3,2021-11-25,2022-06-19,Resolved,206.0,7
28243,38,73,5,2022-09-07,,Pending,,1
28244,37,21,2,2023-07-13,2024-03-10,Resolved,241.0,4
28245,12,26,1,2025-10-19,2026-03-26,Resolved,158.0,1
28246,39,57,2,2022-08-22,2023-03-21,Resolved,211.0,3
28247,11,82,2,2024-10-01,2025-01-31,Resolved,122.0,3
28248,27,37,2,2025-10-05,2025-11-29,Resolved,55.0,6
28249,46,89,5,2025-10-12,,Pending,,3
28250,29,54,2,2023-08-24,2023-11-22,Resolved,90.0,6
28251,21,36,2,2021-07-15,,Pending,,6
28252,31,65,5,2023-09-11,2023-12-30,Resolved,110.0,7
28253,12,6,3,2023-05-28,2024-01-21,Resolved,238.0,5
28254,5,91,5,2025-01-25,2025-04-02,Resolved,67.0,1
28255,32,64,2,2024-02-05,2024-05-31,Resolved,116.0,3
28256,3,54,1,2021-03-26,2021-06-06,Resolved,72.0,4
28257,44,59,5,2022-06-29,,Pending,,3
28258,29,99,5,2022-03-20,2022-05-20,Resolved,61.0,7
28259,12,15,3,2023-01-30,2023-07-02,Resolved,153.0,4
28260,31,30,1,2025-11-05,2025-12-11,Resolved,36.0,1
28261,18,11,4,2023-03-23,,Pending,,5
28262,17,39,4,2024-06-15,2024-08-17,Resolved,63.0,7
28263,21,43,4,2024-11-06,,Pending,,2
28264,29,51,1,2022-04-17,2022-09-25,Resolved,161.0,5
28265,35,50,5,2023-06-07,2023-11-01,Resolved,147.0,6
28266,26,72,1,2024-07-19,,Pending,,3
28267,38,9,5,2022-09-08,2023-04-20,Archived,224.0,5
28268,39,36,5,2022-10-01,,Pending,,4
28269,3,82,2,2024-04-01,2024-10-04,Resolved,186.0,1
28270,18,33,3,2021-08-28,2022-03-06,Resolved,190.0,5
28271,18,41,3,2023-04-07,2023-07-23,Archived,107.0,3
28272,24,37,4,2022-02-02,,Pending,,6
28273,5,15,1,2025-05-25,2025-12-10,Resolved,199.0,5
28274,44,46,1,2023-07-08,,Pending,,6
28275,31,85,4,2024-03-02,2024-07-01,Resolved,121.0,6
28276,9,51,2,2021-02-25,2021-07-04,Resolved,129.0,3
28277,27,30,1,2024-12-24,,Pending,,7
28278,29,17,5,2022-07-17,2023-01-14,Resolved,181.0,4
28279,44,55,4,2024-04-03,2024-06-03,Resolved,61.0,3
28280,40,31,5,2024-06-15,2025-01-26,Resolved,225.0,3
28281,39,4,4,2021-10-15,,Pending,,5
28282,37,92,3,2021-07-03,2021-12-20,Resolved,170.0,5
28283,37,3,5,2021-12-25,2022-03-18,Resolved,83.0,4
28284,35,96,3,2022-06-22,2022-10-06,Archived,106.0,1
28285,32,99,5,2024-08-08,,Pending,,3
28286,21,54,1,2024-07-15,2024-09-14,Resolved,61.0,5
28287,4,13,5,2023-06-02,2023-11-13,Resolved,164.0,6
28288,6,39,1,2023-09-17,2024-02-08,Resolved,144.0,5
28289,19,99,5,2021-12-14,2022-08-22,Resolved,251.0,3
28290,34,96,5,2024-03-31,,Pending,,1
28291,16,48,3,2023-10-27,2024-04-16,Resolved,172.0,1
28292,43,71,1,2025-11-27,2026-06-18,Resolved,203.0,4
28293,10,77,5,2021-10-11,2021-12-06,Archived,56.0,5
28294,5,55,1,2022-03-18,2022-08-12,Resolved,147.0,6
28295,48,10,3,2025-01-21,2025-01-22,Resolved,1.0,2
28296,37,51,1,2023-11-01,2024-02-03,Resolved,94.0,4
28297,17,63,3,2025-03-30,,Pending,,6
28298,35,73,1,2024-05-05,,Pending,,3
28299,24,27,2,2021-03-25,2021-07-02,Resolved,99.0,4
28300,39,80,4,2025-12-26,2026-05-18,Resolved,143.0,1
28301,35,75,2,2024-09-26,2024-12-16,Archived,81.0,4
28302,48,42,5,2024-10-19,2025-04-02,Archived,165.0,3
28303,14,86,5,2024-06-27,2024-10-29,Resolved,124.0,3
28304,11,14,5,2022-09-03,2023-01-26,Resolved,145.0,8
28305,50,4,4,2023-05-23,2023-09-16,Resolved,116.0,4
28306,30,31,5,2024-02-19,2024-03-25,Archived,35.0,5
28307,24,77,4,2021-05-05,,Pending,,6
28308,14,100,3,2023-03-07,2023-08-05,Resolved,151.0,4
28309,20,22,1,2022-05-02,2022-08-05,Resolved,95.0,4
28310,14,70,2,2025-01-29,2025-05-26,Archived,117.0,3
28311,42,73,2,2021-03-05,2021-07-20,Resolved,137.0,6
28312,40,44,4,2022-11-01,,Pending,,6
28313,44,47,4,2024-11-28,2024-12-21,Resolved,23.0,1
28314,38,49,3,2023-05-11,2023-09-14,Resolved,126.0,3
28315,26,52,1,2021-06-12,,Pending,,4
28316,50,65,1,2025-04-24,2025-10-27,Resolved,186.0,5
28317,40,30,4,2025-08-07,,Pending,,6
28318,43,63,5,2022-07-16,2022-08-10,Resolved,25.0,3
28319,12,67,5,2022-05-08,2022-09-12,Resolved,127.0,1
28320,12,76,1,2023-01-03,2023-01-16,Resolved,13.0,1
28321,47,100,5,2022-02-06,2022-04-21,Resolved,74.0,3
28322,18,13,5,2025-02-15,,Pending,,5
28323,19,21,4,2021-09-03,2022-02-20,Archived,170.0,6
28324,47,80,1,2022-12-06,2023-01-16,Resolved,41.0,5
28325,50,54,2,2022-11-12,2022-11-30,Resolved,18.0,7
28326,34,89,2,2025-02-22,,Pending,,4
28327,27,78,1,2024-06-30,2024-08-01,Resolved,32.0,1
28328,30,50,3,2021-06-17,,Pending,,3
28329,18,69,2,2023-08-29,2023-11-19,Resolved,82.0,1
28330,33,19,5,2021-08-09,2021-10-03,Resolved,55.0,6
28331,20,24,5,2025-09-22,2026-02-18,Archived,149.0,3
28332,15,25,5,2025-12-18,2025-12-19,Resolved,1.0,8
28333,16,45,1,2024-09-09,2024-11-18,Resolved,70.0,1
28334,15,94,4,2025-11-06,2026-05-13,Resolved,188.0,6
28335,13,87,1,2023-02-16,2023-04-30,Resolved,73.0,3
28336,49,6,4,2023-10-01,2024-02-19,Resolved,141.0,2
28337,25,41,3,2022-10-12,2023-02-04,Archived,115.0,6
28338,3,6,1,2024-03-11,2024-04-30,Resolved,50.0,1
28339,23,41,5,2025-09-19,,Pending,,5
28340,26,59,1,2024-03-21,2024-04-08,Resolved,18.0,2
28341,7,92,5,2024-07-23,2024-08-20,Resolved,28.0,4
28342,30,70,3,2023-03-26,2023-08-05,Resolved,132.0,2
28343,36,59,5,2024-03-13,2024-08-17,Archived,157.0,4
28344,41,100,3,2025-12-28,,Pending,,6
28345,10,44,2,2021-06-02,2021-09-04,Resolved,94.0,4
28346,41,6,2,2023-12-01,2024-02-21,Resolved,82.0,5
28347,5,83,2,2025-03-29,2025-04-12,Resolved,14.0,5
28348,19,45,3,2025-08-15,,Pending,,2
28349,39,36,4,2025-02-28,2025-09-26,Resolved,210.0,4
28350,48,13,2,2024-07-02,2024-11-15,Resolved,136.0,4
28351,22,94,1,2022-03-07,2022-09-30,Resolved,207.0,5
28352,49,98,2,2023-01-16,2023-05-12,Resolved,116.0,4
28353,32,4,3,2022-02-05,,Pending,,7
28354,26,73,1,2024-05-29,2024-07-25,Resolved,57.0,3
28355,38,87,1,2021-09-16,2022-02-24,Resolved,161.0,5
28356,11,7,2,2025-10-08,2026-03-16,Resolved,159.0,3
28357,41,5,2,2021-03-10,2021-08-23,Archived,166.0,1
28358,39,96,1,2023-02-01,2023-04-20,Resolved,78.0,4
28359,37,64,5,2022-02-17,,Pending,,3
28360,25,77,5,2025-06-09,2025-09-17,Resolved,100.0,2
28361,31,67,5,2022-03-28,2022-09-07,Resolved,163.0,4
28362,46,76,2,2025-04-29,2025-09-24,Resolved,148.0,6
28363,8,73,3,2023-06-04,,Pending,,2
28364,22,17,3,2022-09-24,,Pending,,8
28365,18,1,1,2024-02-23,2024-05-21,Resolved,88.0,2
28366,44,66,1,2025-10-25,2026-04-22,Resolved,179.0,4
28367,19,79,1,2024-11-10,,Pending,,5
28368,48,41,3,2024-01-10,2024-07-04,Resolved,176.0,5
28369,23,38,3,2025-06-26,2025-09-16,Resolved,82.0,2
28370,43,45,5,2024-05-05,2024-10-01,Resolved,149.0,2
28371,11,21,5,2022-06-27,2022-11-15,Resolved,141.0,3
28372,1,87,3,2024-02-04,,Pending,,3
28373,16,10,1,2022-11-08,2023-01-06,Resolved,59.0,1
28374,19,17,4,2021-07-19,,Pending,,5
28375,33,54,2,2024-03-13,,Pending,,3
28376,48,71,1,2021-11-30,,Pending,,4
28377,39,77,1,2021-03-06,,Pending,,3
28378,26,84,5,2025-04-16,2025-07-06,Resolved,81.0,4
28379,10,36,4,2023-07-12,,Pending,,7
28380,49,68,5,2024-10-08,2025-02-11,Archived,126.0,3
28381,13,18,4,2022-08-16,2022-10-06,Resolved,51.0,4
28382,40,14,2,2024-08-04,2024-11-18,Resolved,106.0,2
28383,41,88,1,2023-01-27,2023-07-03,Resolved,157.0,3
28384,35,80,3,2021-07-21,2021-11-14,Resolved,116.0,4
28385,14,82,4,2022-04-26,2022-07-09,Resolved,74.0,3
28386,45,71,1,2025-05-09,2025-12-12,Resolved,217.0,4
28387,28,28,4,2024-11-21,2025-04-19,Resolved,149.0,3
28388,23,53,5,2025-04-25,2025-08-11,Resolved,108.0,5
28389,22,9,2,2023-06-22,,Pending,,4
28390,11,23,2,2024-07-02,,Pending,,2
28391,17,63,5,2023-01-08,2023-03-18,Resolved,69.0,1
28392,39,94,1,2023-11-06,2024-03-17,Archived,132.0,3
28393,49,53,2,2022-11-12,,Pending,,3
28394,45,51,4,2025-10-08,2026-04-16,Archived,190.0,1
28395,6,7,5,2023-12-23,,Pending,,1
28396,28,85,2,2021-03-29,2021-06-04,Resolved,67.0,3
28397,47,36,5,2022-01-23,2022-05-30,Resolved,127.0,2
28398,29,14,5,2021-10-23,2022-03-15,Resolved,143.0,6
28399,43,71,5,2021-03-08,2021-07-12,Archived,126.0,2
28400,24,56,1,2023-11-21,,Pending,,6
28401,8,88,4,2023-12-24,2024-06-02,Resolved,161.0,2
28402,35,49,1,2021-10-20,2022-05-09,Resolved,201.0,5
28403,16,1,5,2025-06-02,2026-01-10,Resolved,222.0,1
28404,33,81,3,2024-07-23,2024-10-21,Resolved,90.0,1
28405,4,79,5,2023-11-19,,Pending,,4
28406,49,63,4,2024-05-31,,Pending,,3
28407,46,55,3,2024-01-20,2024-06-26,Resolved,158.0,5
28408,24,1,4,2023-09-07,2023-09-22,Resolved,15.0,7
28409,44,51,4,2023-07-16,2023-10-21,Resolved,97.0,3
28410,6,63,3,2025-03-20,2025-04-25,Resolved,36.0,4
28411,46,89,3,2021-04-16,2021-10-17,Resolved,184.0,5
28412,5,48,5,2024-02-05,,Pending,,5
28413,37,68,4,2023-04-19,2023-06-30,Resolved,72.0,6
28414,10,84,5,2024-11-09,2025-05-10,Resolved,182.0,4
28415,39,26,3,2022-12-28,2023-06-03,Resolved,157.0,7
28416,8,38,1,2021-05-07,2021-08-17,Resolved,102.0,6
28417,1,4,2,2023-12-02,2024-03-12,Resolved,101.0,3
28418,23,18,4,2024-02-03,2024-08-27,Resolved,206.0,5
28419,8,58,5,2022-01-22,2022-03-23,Resolved,60.0,6
28420,16,4,2,2021-02-15,,Pending,,8
28421,46,77,2,2022-12-16,,Pending,,4
